,positive adj count,negative adj count,sentiment
36693,11,0,1
36694,3,3,1
36695,2,1,1
36696,9,7,0
36697,5,6,0
36698,8,10,1
36699,0,3,1
36700,11,13,1
36701,5,1,1
36702,2,7,0
36703,5,2,1
36704,1,3,0
36705,1,3,1
36706,4,2,0
36707,2,0,1
36708,3,2,0
36709,8,3,1
36710,5,4,0
36711,2,7,1
36712,6,1,1
36713,3,0,1
36714,1,2,1
36715,5,4,0
36716,3,3,0
36717,3,2,0
36718,7,1,1
36719,2,1,0
36720,1,3,0
36721,2,1,1
36722,2,0,1
36723,3,3,0
36724,8,7,1
36725,6,4,1
36726,6,5,1
36727,2,0,1
36728,7,6,0
36729,1,0,1
36730,2,7,0
36731,2,3,0
36732,2,1,0
36733,2,2,0
36734,4,3,1
36735,0,1,0
36736,2,2,0
36737,11,14,1
36738,3,0,1
36739,1,2,0
36740,3,2,0
36741,0,0,0
36742,5,1,1
36743,2,1,1
36744,0,3,0
36745,2,4,0
36746,2,8,0
36747,8,3,1
36748,2,2,1
36749,3,8,0
36750,4,8,0
36751,1,3,1
36752,5,1,1
36753,1,2,1
36754,3,6,1
36755,3,3,0
36756,2,1,1
36757,8,6,0
36758,2,0,1
36759,2,2,1
36760,6,2,0
36761,2,0,0
36762,6,9,0
36763,5,2,1
36764,3,3,1
36765,1,2,1
36766,7,14,1
36767,6,5,1
36768,0,4,0
36769,2,1,0
36770,6,0,1
36771,3,1,0
36772,6,3,1
36773,3,6,0
36774,0,2,0
36775,5,4,1
36776,8,1,1
36777,0,6,0
36778,4,4,1
36779,2,5,0
36780,1,1,0
36781,4,4,0
36782,2,1,0
36783,1,3,0
36784,2,0,1
36785,1,2,1
36786,5,0,1
36787,2,0,0
36788,4,1,1
36789,23,15,0
36790,0,1,0
36791,3,1,0
36792,3,4,0
36793,6,1,1
36794,6,2,1
36795,9,8,0
36796,3,2,0
36797,6,6,1
36798,8,3,0
36799,7,15,0
36800,2,2,0
36801,2,3,0
36802,3,5,0
36803,5,2,1
36804,0,2,0
36805,3,0,1
36806,2,4,0
36807,1,1,1
36808,4,1,1
36809,2,1,1
36810,12,5,1
36811,6,4,1
36812,9,2,1
36813,8,4,1
36814,6,2,1
36815,2,0,1
36816,1,0,0
36817,8,6,1
36818,3,0,0
36819,4,3,1
36820,2,0,1
36821,0,1,0
36822,8,15,0
36823,6,7,0
36824,5,2,0
36825,1,0,0
36826,0,14,0
36827,1,1,0
36828,2,4,0
36829,0,3,0
36830,2,2,0
36831,6,7,1
36832,2,3,1
36833,3,1,1
36834,2,8,0
36835,3,1,1
36836,3,0,1
36837,5,1,0
36838,2,0,1
36839,0,3,0
36840,1,1,1
36841,21,17,0
36842,6,13,0
36843,5,0,1
36844,24,23,1
36845,6,6,1
36846,3,2,1
36847,6,2,1
36848,0,9,0
36849,0,9,0
36850,1,1,0
36851,9,5,0
36852,5,4,1
36853,13,6,1
36854,6,6,0
36855,27,5,1
36856,8,2,1
36857,3,7,0
36858,11,1,1
36859,0,2,0
36860,1,1,0
36861,0,2,0
36862,3,3,0
36863,12,3,1
36864,3,2,0
36865,4,2,0
36866,3,0,0
36867,13,22,1
36868,9,12,0
36869,2,6,0
36870,2,2,0
36871,4,0,1
36872,6,0,1
36873,5,0,1
36874,6,1,0
36875,6,2,1
36876,1,0,1
36877,1,1,0
36878,12,2,1
36879,2,6,0
36880,8,5,1
36881,8,2,1
36882,11,4,0
36883,7,4,0
36884,3,2,1
36885,3,1,0
36886,2,0,1
36887,6,0,1
36888,1,1,0
36889,3,2,1
36890,2,2,0
36891,3,0,1
36892,3,0,1
36893,5,5,0
36894,1,1,1
36895,4,10,0
36896,3,5,1
36897,5,0,1
36898,16,15,0
36899,8,0,1
36900,3,9,0
36901,8,11,0
36902,4,2,1
36903,4,0,1
36904,6,0,1
36905,9,7,0
36906,19,13,0
36907,0,5,0
36908,18,5,1
36909,0,5,0
36910,4,6,1
36911,3,4,0
36912,0,1,0
36913,4,0,1
36914,10,5,1
36915,2,2,0
36916,1,2,0
36917,2,3,0
36918,8,1,1
36919,2,0,1
36920,1,0,1
36921,5,2,1
36922,0,1,1
36923,2,1,1
36924,5,1,1
36925,2,1,0
36926,13,5,0
36927,4,0,1
36928,4,5,1
36929,6,6,1
36930,2,1,0
36931,1,2,0
36932,5,0,1
36933,1,4,0
36934,4,2,0
36935,4,2,1
36936,4,2,1
36937,3,4,0
36938,0,3,1
36939,5,1,0
36940,2,5,0
36941,6,2,1
36942,2,3,0
36943,8,4,1
36944,12,0,1
36945,1,1,0
36946,14,15,0
36947,2,2,0
36948,9,19,0
36949,2,6,0
36950,0,3,0
36951,3,3,1
36952,0,2,0
36953,4,2,0
36954,6,15,0
36955,11,5,1
36956,5,3,1
36957,11,5,1
36958,5,2,0
36959,8,0,1
36960,6,12,0
36961,5,1,1
36962,6,0,1
36963,5,0,1
36964,4,0,1
36965,7,17,0
36966,3,1,1
36967,3,2,0
36968,1,0,1
36969,15,6,1
36970,9,10,1
36971,1,2,0
36972,5,5,0
36973,5,5,0
36974,4,1,1
36975,1,0,0
36976,1,2,0
36977,0,3,0
36978,0,2,0
36979,1,1,1
36980,2,0,0
36981,1,4,0
36982,4,6,0
36983,3,6,0
36984,0,6,0
36985,1,3,0
36986,1,0,1
36987,2,3,1
36988,2,1,1
36989,5,0,1
36990,1,1,0
36991,1,4,0
36992,4,3,1
36993,3,3,0
36994,9,3,1
36995,6,4,0
36996,3,0,1
36997,6,7,1
36998,8,4,0
36999,4,3,1
37000,1,0,1
37001,1,4,0
37002,5,7,0
37003,3,8,0
37004,11,16,0
37005,7,11,0
37006,2,7,0
37007,3,0,1
37008,0,0,1
37009,2,0,0
37010,9,7,0
37011,1,8,0
37012,1,3,0
37013,1,1,0
37014,7,0,0
37015,7,6,0
37016,2,0,1
37017,9,13,0
37018,5,2,0
37019,7,3,1
37020,5,4,1
37021,6,0,1
37022,4,5,0
37023,6,0,1
37024,1,1,0
37025,1,0,0
37026,9,10,0
37027,4,7,0
37028,9,8,0
37029,5,4,1
37030,4,0,1
37031,2,5,0
37032,0,0,1
37033,3,1,0
37034,0,1,1
37035,3,1,1
37036,0,1,0
37037,1,1,1
37038,4,0,0
37039,2,0,1
37040,7,11,0
37041,5,3,1
37042,3,2,0
37043,0,0,1
37044,6,0,1
37045,2,0,1
37046,0,0,1
37047,13,1,1
37048,10,2,1
37049,3,4,0
37050,7,7,0
37051,7,1,0
37052,7,0,1
37053,0,0,0
37054,3,2,1
37055,0,2,0
37056,5,2,1
37057,3,5,1
37058,0,4,1
37059,1,5,0
37060,12,4,0
37061,3,9,0
37062,4,0,1
37063,6,1,1
37064,2,3,0
37065,1,0,1
37066,10,1,1
37067,0,6,1
37068,4,5,0
37069,1,1,0
37070,1,2,1
37071,9,1,1
37072,4,5,0
37073,3,1,1
37074,5,0,1
37075,7,1,1
37076,2,5,0
37077,6,1,1
37078,0,0,1
37079,3,2,1
37080,1,2,1
37081,15,5,1
37082,13,5,1
37083,4,3,1
37084,7,2,0
37085,4,4,0
37086,19,11,0
37087,4,0,1
37088,1,2,0
37089,2,4,0
37090,1,3,0
37091,8,0,1
37092,4,4,1
37093,3,3,0
37094,2,2,0
37095,8,15,0
37096,6,5,0
37097,0,3,1
37098,3,0,0
37099,8,10,1
37100,1,3,0
37101,2,6,0
37102,8,10,0
37103,5,13,0
37104,1,2,0
37105,3,1,1
37106,4,10,0
37107,3,1,1
37108,2,1,0
37109,2,0,1
37110,15,4,1
37111,3,2,0
37112,3,6,0
37113,4,6,1
37114,3,10,0
37115,2,2,1
37116,3,1,0
37117,0,4,1
37118,3,4,1
37119,0,2,1
37120,2,2,1
37121,2,2,0
37122,1,1,0
37123,5,4,0
37124,6,4,1
37125,5,6,0
37126,8,9,1
37127,1,8,0
37128,0,4,0
37129,1,2,0
37130,1,3,1
37131,3,0,1
37132,0,1,0
37133,1,4,1
37134,1,4,1
37135,2,0,1
37136,13,3,1
37137,4,1,0
37138,4,5,0
37139,11,4,1
37140,5,7,0
37141,5,2,1
37142,0,1,0
37143,2,2,0
37144,4,3,1
37145,1,2,0
37146,2,3,1
37147,1,3,0
37148,3,1,1
37149,3,3,0
37150,0,3,0
37151,4,0,0
37152,1,2,0
37153,8,7,0
37154,1,1,1
37155,6,2,0
37156,2,1,0
37157,5,1,1
37158,2,10,0
37159,1,2,1
37160,2,5,1
37161,10,18,0
37162,1,6,0
37163,8,4,1
37164,1,0,1
37165,0,7,0
37166,5,2,1
37167,4,0,1
37168,8,3,0
37169,3,8,0
37170,2,4,0
37171,6,1,1
37172,0,1,0
37173,7,8,0
37174,1,2,0
37175,7,13,1
37176,2,2,0
37177,2,1,1
37178,4,4,0
37179,1,5,0
37180,1,4,1
37181,0,5,0
37182,21,15,1
37183,1,6,0
37184,12,6,1
37185,7,14,0
37186,4,0,1
37187,1,11,0
37188,0,10,0
37189,3,3,0
37190,3,4,1
37191,1,6,0
37192,0,4,0
37193,5,1,1
37194,6,12,0
37195,2,1,1
37196,8,4,1
37197,15,8,1
37198,0,1,0
37199,2,2,1
37200,11,6,0
37201,1,1,0
37202,0,8,0
37203,3,0,1
37204,2,2,0
37205,2,25,0
37206,3,5,0
37207,1,3,0
37208,1,4,0
37209,0,2,0
37210,3,2,0
37211,2,3,0
37212,4,2,1
37213,1,1,1
37214,8,8,1
37215,7,4,1
37216,1,0,1
37217,0,3,0
37218,4,7,0
37219,0,1,1
37220,2,2,0
37221,3,4,1
37222,3,3,1
37223,1,3,0
37224,6,0,1
37225,6,1,1
37226,1,2,0
37227,3,1,1
37228,7,0,1
37229,7,3,1
37230,1,7,0
37231,3,3,1
37232,6,1,1
37233,2,0,1
37234,11,4,1
37235,2,1,0
37236,5,10,0
37237,10,10,0
37238,3,3,0
37239,2,0,0
37240,4,2,1
37241,5,1,1
37242,2,1,1
37243,17,4,1
37244,1,5,0
37245,9,8,0
37246,4,5,1
37247,3,0,1
37248,2,4,1
37249,2,0,0
37250,5,0,1
37251,4,2,1
37252,5,1,0
37253,6,0,1
37254,3,0,1
37255,7,5,1
37256,4,6,0
37257,4,14,0
37258,2,1,1
37259,4,4,0
37260,1,0,1
37261,1,1,1
37262,2,1,1
37263,1,0,1
37264,3,0,1
37265,4,1,1
37266,2,2,0
37267,11,10,1
37268,7,3,1
37269,3,8,0
37270,3,2,1
37271,11,8,0
37272,7,2,1
37273,2,2,1
37274,2,0,0
37275,7,5,1
37276,6,6,1
37277,30,7,1
37278,5,4,0
37279,2,7,0
37280,5,8,0
37281,5,1,0
37282,3,0,1
37283,2,5,0
37284,5,9,0
37285,3,6,0
37286,4,4,1
37287,11,1,1
37288,2,0,0
37289,3,4,1
37290,5,5,0
37291,2,0,1
37292,4,9,1
37293,3,9,0
37294,8,6,0
37295,2,1,1
37296,5,3,0
37297,0,6,0
37298,9,3,1
37299,0,3,0
37300,4,2,1
37301,3,0,1
37302,15,5,1
37303,9,6,0
37304,3,0,0
37305,0,1,1
37306,1,0,0
37307,4,4,0
37308,6,1,1
37309,2,1,0
37310,3,5,0
37311,0,0,1
37312,1,3,0
37313,7,0,1
37314,4,3,0
37315,1,2,0
37316,1,1,0
37317,3,9,0
37318,3,2,0
37319,3,5,0
37320,5,0,1
37321,0,6,0
37322,6,7,0
37323,1,6,0
37324,0,1,1
37325,4,3,0
37326,5,6,1
37327,5,10,1
37328,4,3,1
37329,9,2,1
37330,8,2,1
37331,3,4,1
37332,11,3,1
37333,3,2,0
37334,2,0,1
37335,8,2,1
37336,3,1,1
37337,6,0,1
37338,8,23,0
37339,2,2,0
37340,1,0,1
37341,9,2,1
37342,5,10,0
37343,0,1,0
37344,1,1,1
37345,4,4,0
37346,2,0,1
37347,1,0,1
37348,5,3,1
37349,1,2,0
37350,2,0,1
37351,4,5,0
37352,3,2,1
37353,8,4,1
37354,10,13,0
37355,3,3,0
37356,2,4,0
37357,0,9,1
37358,3,1,0
37359,5,2,1
37360,5,5,1
37361,1,3,0
37362,2,4,0
37363,2,1,1
37364,2,4,0
37365,17,3,1
37366,3,4,0
37367,6,7,1
37368,2,1,0
37369,3,0,1
37370,8,6,1
37371,1,0,1
37372,2,1,0
37373,1,0,1
37374,1,3,1
37375,1,0,1
37376,6,5,0
37377,3,1,0
37378,6,4,1
37379,7,10,1
37380,3,10,0
37381,3,1,1
37382,2,1,1
37383,3,2,1
37384,1,2,0
37385,4,2,0
37386,1,1,0
37387,7,0,1
37388,3,3,1
37389,5,0,1
37390,16,11,1
37391,4,0,1
37392,9,5,0
37393,10,11,1
37394,11,4,1
37395,1,0,1
37396,8,17,1
37397,1,2,0
37398,8,6,1
37399,2,1,1
37400,0,2,0
37401,4,0,1
37402,22,3,1
37403,2,2,0
37404,4,3,1
37405,2,8,0
37406,3,7,1
37407,12,13,0
37408,3,1,0
37409,0,1,0
37410,7,7,0
37411,6,8,0
37412,5,1,0
37413,4,2,1
37414,9,0,1
37415,8,7,0
37416,11,1,1
37417,2,9,0
37418,3,8,0
37419,2,4,1
37420,2,0,1
37421,2,2,0
37422,0,0,0
37423,6,5,1
37424,6,2,0
37425,2,1,0
37426,7,2,1
37427,7,3,0
37428,4,4,1
37429,7,1,1
37430,4,1,1
37431,1,1,0
37432,1,0,1
37433,4,0,1
37434,2,0,1
37435,4,17,0
37436,3,1,1
37437,1,3,0
37438,3,0,1
37439,5,0,0
37440,5,6,1
37441,3,2,0
37442,1,0,1
37443,0,1,1
37444,6,0,1
37445,13,11,1
37446,2,1,0
37447,10,7,0
37448,3,0,1
37449,0,3,0
37450,0,3,0
37451,6,1,1
37452,5,0,1
37453,4,7,0
37454,2,0,0
37455,2,3,0
37456,4,1,1
37457,5,5,1
37458,1,0,1
37459,12,2,1
37460,6,8,0
37461,5,2,0
37462,9,1,1
37463,2,1,1
37464,7,1,1
37465,7,5,1
37466,10,5,0
37467,6,3,1
37468,0,5,0
37469,4,0,1
37470,2,7,0
37471,2,0,0
37472,2,0,0
37473,6,2,1
37474,3,3,1
37475,3,0,1
37476,4,0,1
37477,5,1,0
37478,6,3,0
37479,5,1,1
37480,2,6,0
37481,1,1,0
37482,7,7,1
37483,2,4,1
37484,6,1,1
37485,4,1,1
37486,1,0,1
37487,3,2,0
37488,11,7,0
37489,4,4,1
37490,3,4,1
37491,3,2,0
37492,3,2,0
37493,6,4,1
37494,5,2,0
37495,19,14,0
37496,6,3,1
37497,3,5,0
37498,0,2,0
37499,2,5,0
37500,6,3,1
37501,2,6,0
37502,4,3,1
37503,6,2,1
37504,1,3,1
37505,6,6,1
37506,3,4,0
37507,2,6,0
37508,2,1,0
37509,2,1,0
37510,1,4,0
37511,11,10,0
37512,1,1,0
37513,0,2,0
37514,3,2,0
37515,4,1,1
37516,4,0,0
37517,8,6,0
37518,5,4,0
37519,14,6,0
37520,3,1,1
37521,2,2,0
37522,2,9,0
37523,5,1,1
37524,2,1,1
37525,5,0,1
37526,0,0,1
37527,0,1,0
37528,8,7,0
37529,14,8,1
37530,13,5,1
37531,5,6,0
37532,2,1,1
37533,4,0,1
37534,5,3,1
37535,1,1,1
37536,13,6,1
37537,1,2,0
37538,7,4,1
37539,3,0,1
37540,1,8,0
37541,5,10,0
37542,8,2,1
37543,4,2,1
37544,3,9,0
37545,1,6,0
37546,1,0,0
37547,7,2,1
37548,1,1,1
37549,2,0,1
37550,2,0,1
37551,2,4,0
37552,0,6,0
37553,1,2,0
37554,3,1,1
37555,6,0,1
37556,4,0,0
37557,16,12,1
37558,9,0,1
37559,1,1,1
37560,2,3,1
37561,3,2,1
37562,6,1,1
37563,2,0,1
37564,22,6,1
37565,3,4,0
37566,2,0,1
37567,0,6,0
37568,2,5,0
37569,11,0,1
37570,1,1,0
37571,1,2,1
37572,2,4,0
37573,5,0,1
37574,4,2,1
37575,3,5,1
37576,5,0,1
37577,4,9,0
37578,3,0,1
37579,6,0,1
37580,2,1,0
37581,13,9,1
37582,0,2,0
37583,0,6,0
37584,2,10,0
37585,3,4,0
37586,1,1,1
37587,2,0,1
37588,2,1,0
37589,4,6,0
37590,0,9,0
37591,1,0,0
37592,3,0,1
37593,10,1,1
37594,6,4,0
37595,12,3,0
37596,2,3,0
37597,1,6,1
37598,17,9,1
37599,3,1,0
37600,2,0,1
37601,3,0,1
37602,2,0,0
37603,4,10,0
37604,5,5,1
37605,4,2,1
37606,2,0,1
37607,2,4,0
37608,11,18,0
37609,5,0,1
37610,6,4,0
37611,5,3,0
37612,4,6,0
37613,0,6,0
37614,5,1,1
37615,1,4,1
37616,1,2,0
37617,17,10,1
37618,6,1,0
37619,4,4,0
37620,4,2,1
37621,1,3,0
37622,5,1,0
37623,8,0,1
37624,9,5,0
37625,5,15,0
37626,6,9,0
37627,1,0,1
37628,2,3,1
37629,6,1,1
37630,9,2,1
37631,1,1,0
37632,7,0,1
37633,9,0,1
37634,2,3,1
37635,7,2,1
37636,4,2,1
37637,6,6,1
37638,3,2,0
37639,16,6,1
37640,3,6,0
37641,4,1,1
37642,4,7,0
37643,3,0,1
37644,8,3,1
37645,3,2,0
37646,5,2,0
37647,6,1,1
37648,1,2,0
37649,1,0,1
37650,7,2,1
37651,7,7,1
37652,2,1,1
37653,2,1,1
37654,6,5,0
37655,2,2,0
37656,4,2,1
37657,5,2,0
37658,4,5,0
37659,12,9,0
37660,3,18,0
37661,9,4,0
37662,5,4,0
37663,7,2,1
37664,6,0,1
37665,6,2,0
37666,1,0,0
37667,5,0,0
37668,6,4,1
37669,4,5,0
37670,6,4,0
37671,2,1,1
37672,4,8,0
37673,9,3,1
37674,11,4,1
37675,5,0,1
37676,4,1,1
37677,4,4,1
37678,11,1,1
37679,0,4,1
37680,6,13,0
37681,6,1,1
37682,1,0,1
37683,1,4,0
37684,2,8,1
37685,4,5,0
37686,2,1,1
37687,3,4,1
37688,4,1,1
37689,0,1,0
37690,9,7,1
37691,4,0,1
37692,2,0,0
37693,9,1,1
37694,5,2,1
37695,4,3,1
37696,8,2,1
37697,7,1,0
37698,6,1,1
37699,1,3,1
37700,8,1,1
37701,4,1,1
37702,2,0,1
37703,6,7,0
37704,6,1,1
37705,11,4,1
37706,3,7,0
37707,5,0,0
37708,8,3,1
37709,1,3,0
37710,0,5,0
37711,0,2,0
37712,3,1,1
37713,7,2,1
37714,5,0,1
37715,1,0,0
37716,4,6,0
37717,8,1,1
37718,9,2,1
37719,1,0,1
37720,6,2,1
37721,4,7,0
37722,3,4,0
37723,0,1,0
37724,1,1,0
37725,8,5,0
37726,5,7,1
37727,5,2,1
37728,5,6,1
37729,4,4,1
37730,2,1,0
37731,7,3,1
37732,8,8,0
37733,6,4,0
37734,5,11,0
37735,5,1,1
37736,0,1,0
37737,7,0,1
37738,1,4,0
37739,1,4,0
37740,2,5,0
37741,0,7,0
37742,1,4,0
37743,4,2,1
37744,3,1,1
37745,5,0,1
37746,5,6,0
37747,4,6,1
37748,1,2,0
37749,5,9,0
37750,3,2,1
37751,1,12,0
37752,0,4,0
37753,7,2,1
37754,5,1,1
37755,0,1,1
37756,4,0,1
37757,2,0,1
37758,9,8,1
37759,3,5,0
37760,2,11,0
37761,1,3,0
37762,8,1,1
37763,3,4,1
37764,4,10,0
37765,0,0,1
37766,3,6,0
37767,1,1,1
37768,5,1,0
37769,5,6,0
37770,10,2,1
37771,1,0,1
37772,1,1,0
37773,1,0,1
37774,13,1,1
37775,4,3,1
37776,2,2,1
37777,4,7,0
37778,5,3,0
37779,2,1,1
37780,6,3,0
37781,2,1,1
37782,2,0,1
37783,1,2,0
37784,3,9,0
37785,4,0,1
37786,4,0,1
37787,3,4,0
37788,4,6,1
37789,11,2,1
37790,1,2,1
37791,5,5,0
37792,3,1,0
37793,20,15,0
37794,0,5,0
37795,3,5,0
37796,6,0,1
37797,0,2,0
37798,2,3,1
37799,2,3,1
37800,3,2,0
37801,2,0,0
37802,1,0,1
37803,9,1,1
37804,2,5,0
37805,4,0,1
37806,3,9,0
37807,2,5,0
37808,6,4,1
37809,3,2,0
37810,16,7,1
37811,5,9,0
37812,1,3,0
37813,2,0,1
37814,4,1,1
37815,5,1,1
37816,4,2,1
37817,0,3,1
37818,6,6,0
37819,4,3,0
37820,1,1,1
37821,8,0,0
37822,6,2,0
37823,17,11,0
37824,3,2,1
37825,5,3,1
37826,7,7,1
37827,6,1,1
37828,8,2,1
37829,2,2,0
37830,5,1,0
37831,16,9,1
37832,2,3,1
37833,13,19,0
37834,16,9,1
37835,1,3,0
37836,3,7,1
37837,7,3,1
37838,0,4,0
37839,5,11,0
37840,11,1,1
37841,5,9,0
37842,4,6,0
37843,4,2,1
37844,6,9,0
37845,6,2,1
37846,4,1,1
37847,7,7,0
37848,6,6,0
37849,4,2,0
37850,3,3,1
37851,3,1,1
37852,6,1,1
37853,1,3,1
37854,0,4,0
37855,4,0,1
37856,5,4,1
37857,0,0,1
37858,5,1,1
37859,2,0,0
37860,22,4,1
37861,5,6,0
37862,3,1,1
37863,3,1,1
37864,4,2,1
37865,14,2,1
37866,5,4,0
37867,5,4,1
37868,3,1,1
37869,3,2,0
37870,0,2,1
37871,12,6,1
37872,2,2,0
37873,2,1,0
37874,1,1,1
37875,5,10,0
37876,0,4,0
37877,2,2,0
37878,1,3,0
37879,6,5,0
37880,0,1,0
37881,15,5,1
37882,0,5,0
37883,3,1,1
37884,1,1,1
37885,4,3,1
37886,3,2,1
37887,2,2,1
37888,9,3,0
37889,3,1,1
37890,2,5,0
37891,4,2,0
37892,7,1,1
37893,1,2,0
37894,5,5,1
37895,3,2,0
37896,5,5,1
37897,1,1,1
37898,3,2,0
37899,0,3,0
37900,3,2,1
37901,0,0,1
37902,5,6,0
37903,4,2,1
37904,1,4,0
37905,2,7,0
37906,25,16,1
37907,8,8,1
37908,1,2,0
37909,4,2,0
37910,5,2,1
37911,6,5,0
37912,4,3,0
37913,3,0,0
37914,4,4,1
37915,3,1,1
37916,5,3,0
37917,4,3,0
37918,0,3,0
37919,3,4,0
37920,5,0,1
37921,3,4,0
37922,0,0,1
37923,1,5,0
37924,1,3,0
37925,5,0,1
37926,1,3,1
37927,4,2,1
37928,8,2,0
37929,14,5,1
37930,0,6,0
37931,5,2,1
37932,5,3,0
37933,6,4,1
37934,7,4,0
37935,0,1,1
37936,3,7,0
37937,12,5,1
37938,1,2,0
37939,6,5,1
37940,2,4,0
37941,4,6,1
37942,2,0,1
37943,3,2,1
37944,9,6,1
37945,1,1,1
37946,3,2,0
37947,7,3,0
37948,4,2,1
37949,0,2,0
37950,4,1,0
37951,0,3,0
37952,2,3,0
37953,5,2,1
37954,2,10,0
37955,16,3,1
37956,3,0,1
37957,2,6,1
37958,3,2,0
37959,2,5,0
37960,8,4,1
37961,3,2,0
37962,4,1,1
37963,3,5,0
37964,6,7,1
37965,4,2,1
37966,17,10,1
37967,6,2,1
37968,2,1,0
37969,8,6,1
37970,9,5,1
37971,3,1,1
37972,1,0,1
37973,8,5,1
37974,4,1,1
37975,1,1,1
37976,7,9,1
37977,3,4,0
37978,5,4,0
37979,3,2,0
37980,3,3,0
37981,4,9,1
37982,4,2,1
37983,1,2,0
37984,7,7,0
37985,8,1,1
37986,13,4,1
37987,15,15,0
37988,3,5,1
37989,2,3,0
37990,4,2,1
37991,13,4,1
37992,4,6,0
37993,2,5,1
37994,3,4,0
37995,5,2,1
37996,3,0,0
37997,6,1,1
37998,8,5,0
37999,4,1,1
38000,11,14,1
38001,3,1,1
38002,4,4,0
38003,2,2,1
38004,3,4,1
38005,2,2,0
38006,1,3,1
38007,2,6,0
38008,2,4,0
38009,4,4,0
38010,1,2,0
38011,6,2,1
38012,1,4,1
38013,3,3,1
38014,12,1,1
38015,1,5,1
38016,0,1,1
38017,1,4,1
38018,4,3,0
38019,5,7,0
38020,10,3,1
38021,3,1,1
38022,3,1,0
38023,2,5,0
38024,0,4,0
38025,3,7,0
38026,4,2,0
38027,3,3,1
38028,11,7,0
38029,0,0,0
38030,4,7,0
38031,1,1,1
38032,0,1,1
38033,2,1,1
38034,3,9,0
38035,4,0,1
38036,7,14,0
38037,3,2,1
38038,1,2,0
38039,3,3,1
38040,10,1,1
38041,4,8,0
38042,9,2,1
38043,5,1,1
38044,4,8,1
38045,5,9,0
38046,1,3,0
38047,2,0,1
38048,3,2,0
38049,6,4,0
38050,3,2,0
38051,2,2,0
38052,6,2,0
38053,5,3,0
38054,4,0,1
38055,2,2,0
38056,4,4,0
38057,2,1,0
38058,1,0,0
38059,1,1,1
38060,5,0,1
38061,4,3,0
38062,7,1,1
38063,2,1,1
38064,20,16,0
38065,12,7,0
38066,8,8,1
38067,6,4,0
38068,5,5,0
38069,1,5,0
38070,3,4,1
38071,2,1,0
38072,2,2,1
38073,2,3,0
38074,0,0,1
38075,5,5,1
38076,4,2,1
38077,3,2,0
38078,6,2,1
38079,4,1,0
38080,6,0,0
38081,5,6,1
38082,3,0,1
38083,2,2,0
38084,2,4,0
38085,10,7,1
38086,5,9,0
38087,2,2,0
38088,6,0,1
38089,2,4,1
38090,4,4,0
38091,2,6,0
38092,1,2,0
38093,1,0,0
38094,4,0,0
38095,4,5,0
38096,15,2,1
38097,1,3,0
38098,2,1,1
38099,4,2,0
38100,3,0,0
38101,0,2,0
38102,3,1,0
38103,0,1,0
38104,2,3,0
38105,6,2,1
38106,1,0,0
38107,7,0,1
38108,2,7,0
38109,7,3,1
38110,2,2,0
38111,5,3,1
38112,1,1,0
38113,1,0,1
38114,3,5,1
38115,3,8,0
38116,0,9,0
38117,2,2,0
38118,1,5,0
38119,3,1,1
38120,1,1,0
38121,3,2,0
38122,6,0,1
38123,0,2,0
38124,6,0,1
38125,5,2,1
38126,5,2,1
38127,5,4,0
38128,3,3,1
38129,5,4,1
38130,3,6,0
38131,2,6,0
38132,2,0,1
38133,8,8,1
38134,4,2,0
38135,4,0,0
38136,11,14,1
38137,9,3,1
38138,4,2,1
38139,0,0,0
38140,3,3,1
38141,1,5,0
38142,2,1,0
38143,9,3,1
38144,4,6,1
38145,3,0,1
38146,4,8,0
38147,4,0,0
38148,1,0,1
38149,10,6,1
38150,9,4,1
38151,1,2,0
38152,3,0,1
38153,4,1,1
38154,8,0,1
38155,2,1,1
38156,2,0,1
38157,5,2,1
38158,1,4,0
38159,8,2,1
38160,4,1,1
38161,3,1,0
38162,6,7,0
38163,8,6,1
38164,2,1,1
38165,4,11,0
38166,6,2,1
38167,2,3,1
38168,6,0,1
38169,2,13,0
38170,1,1,0
38171,4,2,0
38172,12,3,1
38173,1,5,0
38174,5,1,0
38175,0,0,0
38176,12,4,1
38177,3,0,1
38178,2,2,0
38179,2,2,0
38180,5,4,0
38181,7,0,0
38182,1,5,1
38183,2,2,0
38184,1,1,1
38185,2,0,1
38186,5,1,1
38187,5,3,1
38188,4,4,1
38189,7,3,1
38190,1,1,0
38191,4,1,1
38192,8,0,1
38193,1,3,0
38194,3,4,1
38195,2,4,0
38196,2,4,0
38197,4,13,0
38198,3,1,0
38199,2,3,0
38200,3,5,0
38201,8,1,1
38202,10,2,1
38203,1,3,0
38204,1,3,1
38205,1,4,0
38206,5,1,1
38207,1,0,1
38208,7,3,1
38209,4,0,1
38210,6,5,0
38211,3,5,0
38212,3,3,1
38213,4,0,1
38214,2,2,1
38215,1,3,0
38216,16,6,1
38217,1,3,0
38218,2,0,0
38219,10,1,1
38220,4,1,1
38221,3,1,1
38222,3,6,1
38223,6,6,0
38224,10,0,1
38225,0,4,0
38226,9,11,1
38227,2,3,0
38228,0,3,0
38229,9,9,0
38230,2,1,1
38231,3,6,0
38232,5,6,0
38233,6,0,1
38234,0,1,0
38235,1,7,0
38236,1,3,1
38237,8,4,1
38238,3,0,0
38239,4,1,1
38240,5,7,0
38241,2,0,1
38242,3,2,0
38243,20,11,1
38244,2,2,1
38245,4,5,0
